"RegionID","Date","RegionName","State","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
394589,2017-02-28,"Fayetteville, NC","NC",134,126600,0.00158227848101266,-0.00236406619385343,0.0385561936013126,-0.00421166118736771,0.0125096946330174,"2011-08","2011-Q3",133400,-0.0509745127436282,"2010-01"
394679,2017-02-28,"Hickory, NC","NC",135,108600,0.00277008310249307,-0.00275482093663912,0.0914572864321608,0.0332841814856384,0.0128314847309501,"2016-11","2016-Q4",108900,-0.00275482093663912,"2016-11"
394697,2017-02-28,"Huntington, WV","WV",136,99000,0.0050761421319797,0.0269709543568465,0.0796074154852781,0.0295140691521996,,"2009-11","2009-Q4",101400,-0.0236686390532544,"2009-10"
394576,2017-02-28,"Eugene, OR","OR",137,243800,0.000410340582683627,0.00702189178025609,0.0725912890453146,0.0593977123387213,0.00411113780575434,"2017-02","2017-Q1",243800,0,"2017-02"
395033,2017-02-28,"Rockford, IL","IL",138,107400,0.000931966449207828,0.00845070422535211,0.0539744847890088,0.0117634051593269,-0.0215192150371235,"2008-02","2008-Q1",135800,-0.209131075110457,"2002-08"
395070,2017-02-28,"Savannah, GA","GA",139,163000,0.002460024600246,0.00307692307692308,0.0213032581453634,0.0334110115105088,-0.00437155549829404,"2007-05","2007-Q2",171500,-0.0495626822157434,"2006-01"
394332,2017-02-28,"Ann Arbor, MI","MI",140,249600,0.00889248181083266,0.0254724732949877,0.077720207253886,0.0826560943279171,0.0136749984604336,"2017-02","2017-Q1",249600,0,"2017-02"
394927,2017-02-28,"Ocala, FL","FL",141,133800,0.00677200902934537,0.0252873563218391,0.0994248151191454,0.0768540070748878,-0.0283038611207463,"2006-12","2006-Q4",180000,-0.256666666666667,"2005-04"
394732,2017-02-28,"Kalamazoo, MI","MI",142,138600,0.00434782608695652,0.013899049012436,0.0588235294117647,0.0511577459500716,0.00596299528629007,"2017-02","2017-Q1",138600,0,"2017-02"
394901,2017-02-28,"Naples, FL","FL",143,335600,-0.0029708853238265,-0.00148765248437965,0.0370828182941904,0.0942643069877871,-0.0201348218170864,"2006-08","2006-Q3",428700,-0.21716818287847,"2005-04"
395107,2017-02-28,"South Bend, IN","IN",144,108500,0.0074280408542247,0.0235849056603774,0.0197368421052632,0.015032746618046,0.00195637080839428,"2009-05","2009-Q2",116400,-0.0678694158075601,"2008-06"
395109,2017-02-28,"Spartanburg, SC","SC",145,118900,0.00677392040643522,0.0197255574614065,0.0540780141843972,0.0315417625534822,0.00698970569061808,"2017-02","2017-Q1",118900,0,"2017-02"
394579,2017-02-28,"Evansville, IN","IN",146,120000,0.00671140939597316,0.0230179028132992,0.0398613518197574,0.0212956876001351,0.00809941452491159,"2017-02","2017-Q1",120000,0,"2017-02"
394747,2017-02-28,"Kingsport, TN","TN",147,118600,0.00338409475465313,0.0128095644748079,0.0376202974628171,0.0231040509981784,0.00783121674972342,"2017-02","2017-Q1",118600,0,"2017-02"
395028,2017-02-28,"Roanoke, VA","VA",148,153600,0.0078740157480315,0.0192435301924353,0.039945836154367,0.0201764244806908,0.00230766678111927,"2008-07","2008-Q3",156700,-0.0197830248883216,"2007-07"
394646,2017-02-28,"Green Bay, WI","WI",149,156700,0.00642260757867694,0.0175324675324675,0.0696245733788396,0.028136850050871,0.00989928612789392,"2017-02","2017-Q1",156700,0,"2017-02"
394796,2017-02-28,"Lincoln, NE","NE",150,156400,0.00128040973111396,0.00968366688185926,0.0364479787939032,0.0395949882075526,0.0192103432992954,"2017-02","2017-Q1",156400,0,"2017-02"
394602,2017-02-28,"Fort Collins, CO","CO",151,336800,0.00507311250373023,0.0169082125603865,0.0999346832135859,0.0915973465082269,0.0415344694858562,"2017-02","2017-Q1",336800,0,"2017-02"
395179,2017-02-28,"Utica, NY","NY",152,114600,0.00880281690140845,0.0278026905829596,0.0670391061452514,0.0305321388963655,0.0157711041271797,"2017-02","2017-Q1",114600,0,"2017-02"
394488,2017-02-28,"Columbus, GA","GA",153,104200,0.00871248789932236,0.0165853658536585,-0.019755409219191,-0.00640112860849573,-0.00357550239416704,"2008-06","2008-Q2",117200,-0.110921501706485,"2005-09"
394405,2017-02-28,"Boulder, CO","CO",154,484300,0.00352258599254041,0.0167961368885156,0.0929812683367186,0.0953140322843979,0.0448841877261614,"2017-02","2017-Q1",484300,0,"2017-02"
394572,2017-02-28,"Erie, PA","PA",155,120800,0.00415627597672485,0.0108786610878661,0.0449826989619377,0.0218979558576717,0.0146004821980303,"2017-02","2017-Q1",120800,0,"2017-02"
394609,2017-02-28,"Fort Smith, AR","AR",156,100200,-0.000997008973080758,0.003003003003003,0.0492146596858639,0.0176653977594814,0.0164682462770003,"2017-01","2017-Q1",100300,-0.000997008973080758,"2016-12"
394543,2017-02-28,"Duluth, MN","MN",157,136300,0.00220588235294118,0.00962962962962963,0.0715408805031447,0.0365599536776395,0.0135808798421178,"2017-02","2017-Q1",136300,0,"2017-02"
394348,2017-02-28,"Atlantic City, NJ","NJ",158,184300,0.00435967302452316,0.0330717488789238,0.0489470688673876,-0.00449648883003895,-0.0394397465914613,"2006-05","2006-Q2",280200,-0.342255531763026,"2004-01"
394924,2017-02-28,"New London, CT","CT",159,219000,0.000914076782449726,0.00320659642693541,0.020979020979021,0.00929475509908118,-0.0200256014061115,"2006-12","2006-Q4",268800,-0.185267857142857,"2004-06"
395061,2017-02-28,"San Luis Obispo, CA","CA",160,560300,0.00340257879656161,0.0165094339622642,0.0408694036782463,0.0812110082050934,-0.00256907008228613,"2006-04","2006-Q2",621400,-0.098326359832636,"2005-05"
394622,2017-02-28,"Gainesville, FL","FL",161,161400,0.00749063670411985,0.0215189873417722,0.0854068594485541,0.0437387872189763,-0.0177724174554892,"2006-12","2006-Q4",193500,-0.165891472868217,"2005-07"
395065,2017-02-28,"Santa Cruz, CA","CA",162,733200,-0.00258468235614202,-0.000272702481592582,0.0499785192610626,0.0838516170138339,0.0057418910914353,"2016-12","2016-Q4",736200,-0.00407497962510187,"2016-11"
394471,2017-02-28,"Clarksville, TN","TN",163,138300,0,0.0124450951683748,0.0313199105145414,0.0163947171228531,0.0214992160189003,"2017-02","2017-Q1",138300,0,"2017-02"
394447,2017-02-28,"Cedar Rapids, IA","IA",164,132900,0.000753012048192771,-0.00968703427719821,-0.0227941176470588,0.0105597088623339,0.00875980554384603,"2016-08","2016-Q3",140000,-0.0507142857142857,"2015-11"
394851,2017-02-28,"Merced, CA","CA",165,223000,0.0045045045045045,0.0182648401826484,0.125694093891974,0.14993862964003,-0.0295162507355443,"2006-02","2006-Q1",345400,-0.354371742906775,"2004-07"
395229,2017-02-28,"Wilmington, NC","NC",166,208600,0.00578592092574735,0.0205479452054795,0.0686475409836066,0.0473775509881875,-0.010831086523139,"2007-02","2007-Q1",232600,-0.103181427343078,"2006-01"
394741,2017-02-28,"Kennewick, WA","WA",167,228200,0.00131636682755595,0.00351802990325418,0.106692531522793,0.0676525644692585,0.045817275726953,"2017-02","2017-Q1",228200,0,"2017-02"
394645,2017-02-28,"Greeley, CO","CO",168,269000,0.00260901975400671,0.0162448054401209,0.118968386023295,0.111309611902452,0.0403593699261655,"2017-02","2017-Q1",269000,0,"2017-02"
394811,2017-02-28,"Lynchburg, VA","VA",169,146700,0.00755494505494505,0.0258741258741259,0.0103305785123967,0.0133323683617741,0.003970842463765,"2009-08","2009-Q3",162400,-0.0966748768472906,"2008-12"
394937,2017-02-28,"Olympia, WA","WA",170,263400,0.00495993895459748,0.0115207373271889,0.0672609400324149,0.0445709962566623,-0.000227505500411396,"2007-04","2007-Q2",265900,-0.00940203083866115,"2007-02"
394323,2017-02-28,"Amarillo, TX","TX",171,123100,0.00571895424836601,0.0207296849087894,0.0593803786574871,0.027854558238299,0.010856661670086,"2017-02","2017-Q1",123100,0,"2017-02"
394387,2017-02-28,"Binghamton, NY","NY",172,102000,0.00294985250737463,0.00790513833992095,0.0109018830525273,0,0.00128352436921553,"2013-04","2013-Q2",107900,-0.0546802594995366,"2012-12"
394660,2017-02-28,"Hagerstown, MD","MD",173,162700,0.00680693069306931,0.0181476846057572,0.0143391521197007,0.0217566369329569,-0.0301612600012148,"2007-02","2007-Q1",221000,-0.263800904977376,"2004-10"
394772,2017-02-28,"Laredo, TX","TX",174,120400,0.00668896321070234,0.0212044105173876,0.037037037037037,0.0485293132141571,0.0269338717403869,"2016-06","2016-Q2",121100,-0.00578034682080925,"2016-06"
395240,2017-02-28,"Yakima, WA","WA",175,181700,0.0116926503340757,0.04245553643144,0.155117609663064,0.0598077575232667,0.0271503363616465,"2017-02","2017-Q1",181700,0,"2017-02"
753875,2017-02-28,"Crestview-Fort Walton Beach-Destin, FL","FL",176,225000,0.000889679715302491,0.00446428571428571,0.082771896053898,0.0528744509420931,-0.0154093307959021,"2005-12","2005-Q4",301400,-0.253483742534837,"2004-12"
395161,2017-02-28,"Topeka, KS","KS",177,103500,-0.00192864030858245,0.00387972841901067,0.0176991150442478,-0.00419782045042127,,"2008-08","2008-Q3",121000,-0.144628099173554,
394813,2017-02-28,"Macon, GA","GA",178,107100,0.00847457627118644,0.0268456375838926,0.0625,0.014626092217439,-0.012779379102856,"2007-06","2007-Q2",122400,-0.125,"2003-11"
394454,2017-02-28,"Champaign-Urbana, IL","IL",179,129800,0.00464396284829721,0.0124804992199688,0.0220472440944882,0.0143075970644857,0.00147569733982267,"2008-01","2008-Q1",132600,-0.0211161387631976,"2007-05"
395171,2017-02-28,"Tuscaloosa, AL","AL",180,125600,0.00239425379090184,-0.0202808112324493,-0.122292103424179,-0.0134523324424795,-0.0162105826279021,"2007-03","2007-Q1",148100,-0.151924375422012,"2004-03"
394483,2017-02-28,"College Station, TX","TX",181,175600,0.00285551113649343,0.0167921250723799,0.108585858585859,0.047405087464375,0.0293424321283882,"2017-02","2017-Q1",175600,0,"2017-02"
394455,2017-02-28,"Charleston, WV","WV",182,89700,0.00223463687150838,-0.00443951165371809,0.023972602739726,0.0120154595060313,0.0358009580575462,"2016-08","2016-Q3",90300,-0.00664451827242525,"2016-06"
394334,2017-02-28,"Appleton, WI","WI",183,154200,0.00652741514360313,0.0198412698412698,0.0693481276005548,0.0345736558343912,0.0136871270908834,"2017-02","2017-Q1",154200,0,"2017-02"
394464,2017-02-28,"Chico, CA","CA",184,262600,0.00844854070660522,0.026984747751271,0.087821043910522,0.0775049131810024,-0.00564693328200372,"2006-04","2006-Q2",303000,-0.133333333333333,"2005-02"
394459,2017-02-28,"Charlottesville, VA","VA",185,240900,0.00458715596330275,0.0143157894736842,0.0515058926233086,0.0228192818352568,-0.0128281185480345,"2006-08","2006-Q3",278200,-0.134076204169662,"2005-03"
394468,2017-02-28,"Claremont, NH","NH",186,180100,-0.00110926234054354,-0.0016629711751663,0.00446179587283882,0.00246115518429346,-0.01819408181042,"2005-06","2005-Q2",231700,-0.222701769529564,"2004-07"
394361,2017-02-28,"Cape Cod, MA","MA",187,375400,0.00133368898372899,-0.00133014099494546,0.0240043644298963,0.027175559068719,-0.00195014952523853,"2006-03","2006-Q1",411200,-0.0870622568093385,"2004-06"
394429,2017-02-28,"Burlington, VT","VT",188,262200,0.00575373993095512,0.0178571428571429,0.037593984962406,0.0226688223361917,0.00792432693977174,"2005-11","2005-Q4",276400,-0.0513748191027496,"2005-02"
395002,2017-02-28,"Prescott, AZ","AZ",189,265700,0.00377786173026067,0.0258687258687259,0.0992966487381051,0.0893532497943794,-0.0115727228862147,"2007-02","2007-Q1",298500,-0.109882747068677,"2005-09"
395114,2017-02-28,"Springfield, IL","IL",190,124800,0.00321543408360129,0.00970873786407767,0.0246305418719212,0.0182676504595598,0.00838707327554955,"2017-02","2017-Q1",124800,0,"2017-02"
394773,2017-02-28,"Las Cruces, NM","NM",191,136800,-0.00073046018991965,0.0021978021978022,0.0155902004454343,-0.0053232775908959,-0.0127308410705023,"2009-06","2009-Q2",170700,-0.198594024604569,"2006-01"
394585,2017-02-28,"Fargo, ND","ND",192,205300,0.00244140625,0.0103346456692913,0.0776902887139108,0.0608478951499829,0.0380653116545944,"2017-02","2017-Q1",205300,0,"2017-02"
394691,2017-02-28,"Houma, LA","LA",193,143900,0.0119549929676512,0.0465454545454545,0.0667160859896219,0.0251396909308848,0.0145051947303831,"2017-02","2017-Q1",143900,0,"2017-02"
395030,2017-02-28,"Rochester, MN","MN",194,183900,0.0137816979051819,0.0508571428571429,0.0611656087709175,0.0422888870491047,0.00908382499565707,"2017-02","2017-Q1",183900,0,"2017-02"
394597,2017-02-28,"Florence, SC","SC",195,102200,-0.00776699029126214,-0.010648596321394,0.0240480961923848,0.0412448923518711,0.0198050564396697,"2016-10","2016-Q4",103700,-0.0144648023143684,"2016-08"
394848,2017-02-28,"Medford, OR","OR",196,254700,0.00632161201106282,0.0192076830732293,0.0903253424657534,0.092703257054052,-0.00603723558582081,"2006-05","2006-Q2",284500,-0.104745166959578,"2005-06"
753895,2017-02-28,"Lafayette-West Lafayette, IN","IN",197,126600,0.00555996822875298,0.0209677419354839,0.0185036202735318,0.0167672661229918,0.00387269502226295,"2015-08","2015-Q3",130200,-0.0276497695852535,"2015-04"
394378,2017-02-28,"Bellingham, WA","WA",198,327700,0.00614062020264047,0.0240625,0.107094594594595,0.057486977352244,0.0132440952477819,"2017-02","2017-Q1",327700,0,"2017-02"
394765,2017-02-28,"Lake Havasu City, AZ","AZ",199,180100,0.00278396436525612,0.0146478873239437,0.0625368731563422,0.0708499818865516,-0.0234786084537663,"2006-07","2006-Q3",239100,-0.246758678377248,"2004-11"
395047,2017-02-28,"Saginaw, MI","MI",200,76300,0.00394736842105263,0.0214190093708166,0.0792079207920792,0.0251158023122162,-0.00909544210986757,"2005-03","2005-Q1",93500,-0.183957219251337,"1999-06"
394763,2017-02-28,"Lake Charles, LA","LA",201,161900,-0.00246457178065311,-0.00857317819963258,0.0512987012987013,0.0537698323223474,0.0337227447867572,"2016-11","2016-Q4",163300,-0.00857317819963258,"2016-10"
394726,2017-02-28,"Johnson City, TN","TN",202,121600,0.00247320692497939,0.0108063175394846,0.027027027027027,0.0200682993083594,0.0146893120811764,"2017-02","2017-Q1",121600,0,"2017-02"
394565,2017-02-28,"Elkhart, IN","IN",203,128400,-0.00542215336948102,-0.0243161094224924,0.0464547677261614,0.0269746948395426,-0.00116077901630507,"2008-06","2008-Q2",133200,-0.036036036036036,"2006-09"
395247,2017-02-28,"Yuma, AZ","AZ",204,134200,-0.0125091979396615,-0.0317460317460317,0.122073578595318,0.0451726795582634,-0.0283945359745896,"2006-09","2006-Q3",180200,-0.25527192008879,"2005-04"
395011,2017-02-28,"Racine, WI","WI",205,150700,0.00399733510992672,0.0161834120026972,0.0545836249125262,0.0186507374244993,-0.0175550855542526,"2007-06","2007-Q2",181600,-0.170154185022026,"2004-06"
394346,2017-02-28,"Athens, GA","GA",206,153800,0.00588620013080445,0.0239680426098535,0.0747728860936408,0.0553188457183729,0.0043275101052711,"2017-02","2017-Q1",153800,0,"2017-02"
395162,2017-02-28,"Torrington, CT","CT",207,226500,0.000883782589482987,0.00666666666666667,0.0175202156334232,0.00492855424554883,-0.0232935598806432,"2006-11","2006-Q4",289800,-0.218426501035197,"2003-11"
394681,2017-02-28,"Hilton Head Island, SC","SC",208,276800,0.00108499095840868,0.0025353132922854,0.0355405910961466,0.0412012888752331,-0.0170979944254914,"2006-08","2006-Q3",334600,-0.172743574417215,"2005-05"
753869,2017-02-28,"Bloomington, IL","IL",209,136200,0.00368459837877671,0.00442477876106195,-0.0101744186046512,0.0102958435112681,-0.000293212346982874,"2008-07","2008-Q3",139700,-0.0250536864710093,"2007-02"
394680,2017-02-28,"Hilo, HI","HI",210,345900,0.0158590308370044,0.0465960665658094,0.0873939012889029,0.0746787166342777,-0.0118265950806178,"2006-06","2006-Q2",398600,-0.132212744606121,"2005-05"
394960,2017-02-28,"Panama City, FL","FL",211,184800,-0.00108108108108108,0.0016260162601626,0.0909090909090909,0.0623075143228495,-0.0214725608879376,"2005-12","2005-Q4",249000,-0.257831325301205,"2004-10"
394748,2017-02-28,"Kingston, NY","NY",212,192200,-0.00207684319833853,0.00365535248041775,0.0377969762419006,0.0106326925238309,-0.0214750443624181,"2006-08","2006-Q3",247100,-0.22217725617159,"2004-02"
394519,2017-02-28,"Daphne, AL","AL",213,202500,0.00197921820880752,0.0294865277071683,0.0646687697160883,0.0418092681026443,-0.00707476400527618,"2006-06","2006-Q2",221100,-0.0841248303934871,"2005-11"
394623,2017-02-28,"Gainesville, GA","GA",214,164000,0.00244498777506112,0.012970969734404,0.0553410553410553,0.0609546081935153,-0.00234745403618442,"2007-07","2007-Q3",168300,-0.0255496137849079,"2006-03"
395202,2017-02-28,"Warner Robins, GA","GA",215,110500,-0.0036068530207394,-0.00718778077268643,0.0063752276867031,-0.00411168739224332,-0.00458795435928983,"2010-12","2010-Q4",118200,-0.0651438240270728,"2006-07"
394392,2017-02-28,"Blacksburg, VA","VA",216,145900,0.00206043956043956,0.0195667365478686,0.03328611898017,0.018686920839325,-0.00342994239099492,"2008-06","2008-Q2",161200,-0.0949131513647643,"2005-09"
394716,2017-02-28,"Jacksonville, NC","NC",217,129400,-0.0189537528430629,-0.0554744525547445,0.00232378001549187,-0.0261080945158794,-0.00525448298909492,"2010-05","2010-Q2",155900,-0.169980756895446,"2006-09"
395018,2017-02-28,"Redding, CA","CA",218,231300,0.00434216239687364,0.0202911336568152,0.0678670360110803,0.0777079600919617,-0.0137324229101081,"2006-03","2006-Q1",284800,-0.187851123595506,"2004-12"
394729,2017-02-28,"Joplin, MO","MO",219,88500,0.00113122171945701,0.00454029511918275,0.0160734787600459,0.0100113073162462,0.00194147526204969,"2009-06","2009-Q2",101400,-0.127218934911243,"2008-09"
394559,2017-02-28,"El Centro, CA","CA",220,190600,0.00580474934036939,0.0241805480924234,0.0985590778097983,0.0947729427164774,-0.0273457457106927,"2006-09","2006-Q3",259100,-0.264376688537244,"2005-02"
395151,2017-02-28,"Terre Haute, IN","IN",221,76600,0.00261780104712042,0.00922266139657444,0.0105540897097625,0.00967402084560209,-0.00206512177621465,"2005-01","2005-Q1",92800,-0.174568965517241,"2004-02"
394896,2017-02-28,"Muskegon, MI","MI",222,110200,0.00547445255474453,0.0175438596491228,0.131416837782341,0.0611567441310161,0.00697536971900492,"2017-02","2017-Q1",110200,0,"2017-02"
394553,2017-02-28,"East Stroudsburg, PA","PA",223,134700,0.00823353293413174,0.0266768292682927,0.0733067729083665,0.000297221036306805,-0.0373995319472775,"2006-12","2006-Q4",197700,-0.31866464339909,"2002-11"
394944,2017-02-28,"Oshkosh, WI","WI",224,155200,0.00910273081924577,0.021724818959842,0.0845562543675751,0.0384789979505351,0.0118886976879722,"2017-02","2017-Q1",155200,0,"2017-02"
395246,2017-02-28,"Yuba City, CA","CA",225,249400,0.0097165991902834,0.0322847682119205,0.0909886264216973,0.129440405035325,-0.00646045541288065,"2005-12","2005-Q4",298200,-0.163648558014755,"2005-01"
394485,2017-02-28,"Columbia, MO","MO",226,153300,0.0026160889470242,0.00590551181102362,0.0295500335795836,0.0211033364631277,0.00516666643620556,"2005-03","2005-Q1",155000,-0.0109677419354839,"2005-02"
394539,2017-02-28,"Dover, DE","DE",227,175800,0.00228050171037628,0.0103448275862069,0.0155979202772964,0.0270994745833137,-0.00862108991153843,"2007-06","2007-Q2",192400,-0.0862785862785863,"2006-03"
394555,2017-02-28,"Eau Claire, WI","WI",228,158300,0.00828025477707006,0.027255029201817,0.0790729379686435,0.0460363296670341,0.019032000537655,"2017-02","2017-Q1",158300,0,"2017-02"
394720,2017-02-28,"Janesville, WI","WI",229,135100,-0.000739644970414201,0.00670640834575261,0.141047297297297,0.056166642666011,0.00675825620087589,"2016-12","2016-Q4",135400,-0.00221565731166913,"2016-12"
394710,2017-02-28,"Jackson, MI","MI",230,118600,0,-0.0008424599831508,0.0349040139616056,0.0683880428460859,0.00016879065491171,"2005-12","2005-Q4",126800,-0.0646687697160883,"2003-09"
395009,2017-02-28,"Punta Gorda, FL","FL",231,205500,0.00636630754162586,0.0198511166253102,0.114425162689805,0.111745272025515,-0.0039516679950109,"2006-04","2006-Q2",242400,-0.152227722772277,"2005-04"
394393,2017-02-28,"Bloomington, IN","IN",232,151300,0.00331564986737401,0.0285520054384772,0.0154362416107383,0.0267366880199444,0.0142017516218684,"2016-05","2016-Q2",152400,-0.00721784776902887,"2016-04"
395007,2017-02-28,"Pueblo, CO","CO",233,136700,0.00588668138337013,0.0224382946896036,0.0936,0.0557963569417248,0.0102064932979271,"2017-02","2017-Q1",136700,0,"2017-02"
394386,2017-02-28,"Billings, MT","MT",234,204900,0.00391964723174914,0.0163690476190476,0.0427480916030534,0.0416290938114396,0.0170082806916352,"2017-02","2017-Q1",204900,0,"2017-02"
394406,2017-02-28,"Bowling Green, KY","KY",235,151200,0.0174966352624495,0.0647887323943662,0.149809885931559,0.0503001059811841,0.0295497435713423,"2017-02","2017-Q1",151200,0,"2017-02"
394380,2017-02-28,"Bend, OR","OR",236,342800,0.00175336060783168,0.0136014192785334,0.131726642456256,0.131779500123922,0.002364175075807,"2006-09","2006-Q3",345200,-0.00695249130938586,"2006-08"
394306,2017-02-28,"Albany, GA","GA",237,96800,0,-0.00103199174406605,-0.0192502532928065,-0.0100220630062937,-0.0167384106880224,"2008-01","2008-Q1",118000,-0.179661016949153,"2004-09"
395193,2017-02-28,"Vineland, NJ","NJ",238,137300,0.00218978102189781,-0.00435097897026831,0.00955882352941177,-0.00188297976139795,-0.0202103555747022,"2007-09","2007-Q3",170100,-0.192827748383304,"2005-05"
394917,2017-02-28,"Niles, MI","MI",239,130300,0.00540123456790123,0.0203602192638998,0.0187646598905395,0.0285362383563699,-0.00106814159206381,"2007-10","2007-Q4",132800,-0.0188253012048193,"2007-09"
394731,2017-02-28,"Kahului, HI","HI",240,603600,0.00583236127312115,0.0201115430116613,0.0813328556073092,0.0891675753474721,-0.00474457828455932,"2006-11","2006-Q4",640000,-0.056875,"2006-01"
395125,2017-02-28,"State College, PA","PA",241,222500,0.00270392068499324,0.0127446517979062,0.072289156626506,0.0395215813211509,0.0218213499012361,"2017-02","2017-Q1",222500,0,"2017-02"
394314,2017-02-28,"Alexandria, LA","LA",242,143000,0.00988700564971751,0.0295176385889129,0.128650355169692,0.106023765750895,0.0555264087318792,"2017-02","2017-Q1",143000,0,"2017-02"
394662,2017-02-28,"Hanford, CA","CA",243,180800,0.00892857142857143,0.0226244343891403,0.0717249555423829,0.065424134077454,-0.018940683258496,"2006-06","2006-Q2",227000,-0.20352422907489,"2005-04"
395036,2017-02-28,"Rocky Mount, NC","NC",244,82000,0.00737100737100737,0.0199004975124378,-0.00364520048602673,0.00171611698833418,-0.00299872352970287,"2008-07","2008-Q3",86500,-0.0520231213872832,"2003-06"
394873,2017-02-28,"Monroe, MI","MI",245,152500,0.00394996708360764,0.0180240320427236,0.0495526496902959,0.0608519925414883,-0.000718464247484896,"2005-08","2005-Q3",158500,-0.0378548895899054,"2004-04"
394428,2017-02-28,"Burlington, NC","NC",246,133800,0.00224719101123596,0.00904977375565611,0.0502354788069074,0.0252770665555078,0.00618432480165754,"2017-02","2017-Q1",133800,0,"2017-02"
394814,2017-02-28,"Madera, CA","CA",247,221100,0.0132905591200733,0.0390037593984962,0.122905027932961,0.100137392760634,-0.0342541851397596,"2006-08","2006-Q3",318200,-0.305153991200503,"2004-08"
394723,2017-02-28,"Jefferson City, MO","MO",248,128900,0.00077639751552795,0.0109803921568627,0.0370072405470636,0.00392476745328141,,"2011-03","2011-Q1",142900,-0.0979706088173548,
394453,2017-02-28,"Chambersburg, PA","PA",249,165700,-0.00240818783865141,-0.0065947242206235,0.0159411404046597,0.016341901264759,,"2009-08","2009-Q3",187800,-0.117678381256656,
395152,2017-02-28,"Texarkana, TX","TX",250,95600,0.0137857900318134,0.0391304347826087,0.0459518599562363,0.0119210268275833,0.00560852447919613,"2009-05","2009-Q2",97400,-0.0184804928131417,"2009-03"
394563,2017-02-28,"Elizabethtown, KY","KY",251,128800,0.000777000777000777,0.00233463035019455,0.0497147514262429,0.0127398807631864,,"2017-02","2017-Q1",128800,0,"2017-02"
395000,2017-02-28,"Pottsville, PA","PA",252,74700,-0.00267022696929239,-0.00267022696929239,0.0610795454545455,0.0263213242397902,0.00870228128697947,"2016-12","2016-Q4",75200,-0.00664893617021277,"2016-11"
394639,2017-02-28,"Grand Junction, CO","CO",253,200400,0.003003003003003,0.0100806451612903,0.0653907496012759,0.041667544621939,-0.00163196230115104,"2008-04","2008-Q2",220600,-0.0915684496826836,"2007-01"
394493,2017-02-28,"Concord, NH","NH",254,223700,0.00449034575662326,0.0158946412352407,0.0693116634799235,0.0359360401423425,-0.0062607978588215,"2006-03","2006-Q1",246000,-0.090650406504065,"2004-11"
395066,2017-02-28,"Santa Fe, NM","NM",255,297600,-0.00134228187919463,0.00303336703741153,0.0177838577291382,0.0170331742196121,-0.00153269890343655,"2009-06","2009-Q2",404900,-0.265003704618424,"2007-01"
394671,2017-02-28,"Hattiesburg, MS","MS",256,129600,0.00232018561484919,0.000772200772200772,0.00465116279069767,-0.0062097791665241,-0.0014543481791538,"2009-07","2009-Q3",144300,-0.101871101871102,"2007-02"
394515,2017-02-28,"Dalton, GA","GA",257,116400,0.00518134715025907,0.0174825174825175,0.0909090909090909,0.0760089634021446,-0.00427899166361412,"2007-02","2007-Q1",121500,-0.0419753086419753,"2005-08"
394648,2017-02-28,"Greensboro, NC","NC",258,126300,0.00557324840764331,0.0120192307692308,0.0551378446115288,0.032183513259179,0.00512994198186578,"2017-02","2017-Q1",126300,0,"2017-02"
394860,2017-02-28,"Midland, TX","TX",259,191200,0.00262191924488726,0.00737618545837724,0.00843881856540084,0.0568758570928265,0.0481223894689577,"2017-02","2017-Q1",191200,0,"2017-02"
394685,2017-02-28,"Homosassa Springs, FL","FL",260,138700,0.00580130529369108,0.0319940476190476,0.120355411954766,0.0715020213444164,-0.0202004971802193,"2006-07","2006-Q3",181400,-0.235391400220507,"2005-02"
395182,2017-02-28,"Valdosta, GA","GA",261,118500,0,0,0.00338696020321761,-0.00465987998693729,-0.0126586424191145,"2008-08","2008-Q3",145700,-0.186684969114619,"2005-04"
395117,2017-02-28,"Springfield, OH","OH",262,98900,0.00712830957230143,0.0164439876670093,0.0554962646744931,0.0262077804169694,-0.00327686324004273,"2006-11","2006-Q4",103600,-0.0453667953667954,"2005-05"
395119,2017-02-28,"St. George, UT","UT",263,229400,0.00569925471284524,0.0136986301369863,0.0446265938069217,0.0563537699930854,-0.020188870684876,"2007-03","2007-Q1",282100,-0.186813186813187,"2006-03"
395079,2017-02-28,"Vero Beach, FL","FL",264,187700,0.00481798715203426,0.0201086956521739,0.0944606413994169,0.0928676161512121,-0.0157528652634253,"2006-04","2006-Q2",244000,-0.230737704918033,"2004-10"
394900,2017-02-28,"Napa, CA","CA",265,585900,0.00531914893617021,0.021978021978022,0.0552953890489914,0.110449478916681,-0.00344959660638977,"2006-02","2006-Q1",621600,-0.0574324324324324,"2005-04"
395170,2017-02-28,"Tupelo, MS","MS",266,112400,0.0017825311942959,-0.00618921308576481,0.0017825311942959,0.0121762174351114,0.018580763562227,"2016-09","2016-Q3",113500,-0.00969162995594714,"2016-08"
394368,2017-02-28,"Battle Creek, MI","MI",267,99700,0.0121827411167513,0.0396246089676747,0.106548279689234,0.0602894607511044,-0.00851412087309988,"2006-06","2006-Q2",109100,-0.0861594867094409,"2003-11"
394577,2017-02-28,"Eureka, CA","CA",268,284400,0,0.0049469964664311,0.101898488957768,0.0415696615298913,-0.00890126846401451,"2007-11","2007-Q4",324700,-0.124114567292886,"2005-06"
